product_id,product_type,product_name,product_sku,category_ids,category_names,modifier_ids,okya_modifier_ids,modifier_names,add_on_ids,add_on_names,components
104194,NOUN,Yumburger w/ Drink,1-AC608011000160_1-MC608011000001,424,Burgers,"34134, 34135, 34136","1104194, 2104194, 3104194","Drinks: (VM/SVM), Extras: Burgers (EB), Add-on Desserts (AODS)",,,"burger and sandwich bun, special burger dressing, yum patty"
104184,NOUN,Burger Steak Supreme Solo,,426,New Products,"34331, 34332, 34333","1104184, 2104184, 3104184","Steak Supreme Size Solo (SSSS), Extras: Supreme (ES), Add-on Desserts (AODS)",,,"burger steak patty, burger steak supreme fried egg, burger steak supreme fries, garlic bits, mushroom, steak sauce, steamed rice"
103283,NOUN,1-pc. Chicken Fillet Solo,,423,Burger Steak & Chicken Fillet,"34229, 34119, 34120","1103283, 2103283, 3103283","Choice of Fillet Sauce (COFS), Extras: Chicken Fillet Sauce (ECFS), Add-on Desserts (AODS)",,,"1x chicken fillet, chicken fillet, steamed rice"
103284,NOUN,1-pc. Chicken Fillet w/ Drink,,423,Burger Steak & Chicken Fillet,"34228, 30257, 34116, 30258","1103284, 2103284, 3103284, 4103284","Choice of Fillet Sauce (COFSD), Drinks: (VM/SVM), Extras: Chicken Fillet Sauce (ECFS), Add-on Desserts (AODS)",,,"1x chicken fillet, chicken fillet, steamed rice"
103285,NOUN,1-pc. Chicken Fillet w/ Fries & Drink,,423,Burger Steak & Chicken Fillet,"34109, 34110, 34111, 34112, 34113","1103285, 2103285, 3103285, 4103285, 5103285","Choice of Fillet Sauce (COFSFD), Choice of Fries (COF), Drinks: (VM/SVM), Extras: Chicken Fillet Sauce (ECFS), Add-on Desserts (AODS)",,,"1x chicken fillet, all fries, chicken fillet, steamed rice"
103358,NOUN,Chicken Macaroni Soup,AA6081110004007,420,"Fries, Sides & Extras",,,,2778,Add-on Sides: Chickenjoy (AOSCJOY)20260519141733,chicken macaroni soup
104288,NOUN,Crunchy Chicken Sandwich Gamejoy Combo,1-AC6081110003322_1-MC608011000072_1-MC6081110003587,439,Gamejoy Combos,"34284, 34285, 34286, 34287, 34288","1104288, 2104288, 3104288, 4104288, 5104288","Flavor : Gamejoy Combo Sandwich (GCS), Choice of Fries (COF), Drinks: (VM/SVM), Add-On: Extras (EL), Add-on Desserts (AODS)",,,"chicken patty, gamejoy combo, sandwich bun"
103585,NOUN,FREE Peach Mango Pie Solo,AA6081110004039,"427,429","PROMOS, Super Meals",,,,,,
103586,NOUN,FREE Chickenjoy w/ Jolly Spaghetti,AA6081110004042,"427,429","PROMOS, Super Meals",,,,,,
103587,NOUN,FREE Chickenjoy,AA6081110004043,"427,429","PROMOS, Super Meals",,,,,,
103588,NOUN,FREE Pepper Cream Chicken Fillet,AA6081110004044,"427,429","PROMOS, Super Meals",,,,,,
103589,NOUN,FREE Crunchy Chicken Sandwich,AA6081110004045,"427,429","PROMOS, Super Meals",,,,,,
103590,NOUN,FREE 2pc Burger Steak,AA6081110004046,"427,429","PROMOS, Super Meals",,,,,,
103591,NOUN,FREE Jolly Hotdog w/ Drink,AC6081110003264,"427,429","PROMOS, Super Meals",,,,,,
103592,NOUN,FREE Chickenjoy w/ Drink,AC6081110003262,"427,429","PROMOS, Super Meals",,,,,,
103593,NOUN,FREE Cheesy Yumburger,AA6081110004041,"427,429","PROMOS, Super Meals",,,,,,
103594,NOUN,FREE Jolly Spaghetti,AA6081110004050,"427,429","PROMOS, Super Meals",,,,,,
103595,NOUN,FREE Yumburger,AA6081110004048,"427,429","PROMOS, Super Meals",,,,,,
103596,NOUN,FREE Jolly Hotdog,AA6081110004047,"427,429","PROMOS, Super Meals",,,,,,
103712,NOUN,Special Cheesy Yumburger Solo,AA6081110004085,424,Burgers,"32865, 32867","1103712, 2103712","Extras: Burgers (EB), Add-on Desserts (AODS)",,,"all fries, burger and sandwich bun, diced onion, ketchup, pickle, sliced cheese, yum patty"
103713,NOUN,Double Special Cheesy Yumburger Solo,AA6081110004086,424,Burgers,"32868, 32870","1103713, 2103713","Extras: Burgers (EB), Add-on Desserts (AODS)",,,"all fries, burger and sandwich bun, diced onion, ketchup, pickle, sliced cheese, yum patty"
103714,NOUN,Special Cheesy Yumburger w/ Drink,1-AC6081110003282_1-MC6081110003548,424,Burgers,"32871, 32872, 32873","1103714, 2103714, 3103714","Drinks: (VM/SVM), Extras: Burgers (EB), Add-on Desserts (AODS)",,,"all fries, burger and sandwich bun, diced onion, ketchup, pickle, sliced cheese, yum patty"
103715,NOUN,Special Cheesy Yumburger w/ Fries & Drink,1-AC6081110003283_1-MC6081110003548,424,Burgers,"32874, 32875, 32876, 32877","1103715, 2103715, 3103715, 4103715","Choice of Fries (COF), Drinks: (VM/SVM), Extras: Burgers (EB), Add-on Desserts (AODS)",,,"all fries, burger and sandwich bun, diced onion, ketchup, pickle, sliced cheese, yum patty"
103716,NOUN,Double Special Cheesy Yumburger w/ Drink,1-AC6081110003284_1-MC6081110003549,424,Burgers,"32878, 32879, 32880","1103716, 2103716, 3103716","Drinks: (VM/SVM), Extras: Burgers (EB), Add-on Desserts (AODS)",,,"all fries, burger and sandwich bun, diced onion, ketchup, pickle, sliced cheese, yum patty"
103717,NOUN,Double Special Cheesy Yumburger w/ Fries & Drink,1-AC6081110003285_1-MC6081110003549,424,Burgers,"32881, 32882, 32883, 32884","1103717, 2103717, 3103717, 4103717","Choice of Fries (COF), Drinks: (VM/SVM), Extras: Burgers (EB), Add-on Desserts (AODS)",,,"all fries, burger and sandwich bun, diced onion, ketchup, pickle, sliced cheese, yum patty"
103736,NOUN,Iced Vanilla,,417,Beverages,34072,1103736,Choice of Iced Vanilla Size (CIVs),2716,Choice of Iced Coffee20260506132739,"coffee, large iced coffee cup, regular iced coffee cup, vanilla mix"
103738,NOUN,Iced Vanilla Float,AA6081110004081,417,Beverages,,,,2716,Choice of Iced Coffee20260506132739,"coffee, soft serve, vanilla mix"
103739,NOUN,Iced Caramel,,417,Beverages,34259,1103739,Choice of Iced Caramel Size  (CICs),2716,Choice of Iced Coffee20260506132739,"caramel flavor, coffee, large iced coffee cup, regular iced coffee cup, vanilla mix"
103741,NOUN,Iced Caramel Float,AA6081110004084,417,Beverages,,,,2716,Choice of Iced Coffee20260506132739,"caramel flavor, coffee, soft serve, vanilla mix"
103819,NOUN,"6-pc Chickenjoy w/ Jolly Spaghetti Pan, 3 Rice, 3 Sides and 3 Drinks",1-AC6081110003301_1-MC608011041128_3-MC608011000132,416,Family Meals,"33042, 34197, 34198","1103819, 2103819, 3103819","Flavor : Bucket (FB6), FMS Choice of Sides (FCOS - 3), Drinks: (FM/FVM - 3)",,,"all chickenjoy, chickenjoy bucket, chickenjoy gravy, family pan spaghetti, spaghetti grated cheese, spaghetti noodles, spaghetti sauce, steamed rice"
103820,NOUN,"8-pc. Chickenjoy w/ 4 Rice, 4 Sides, and 4 Drinks",1-AC6081110003300_4-MC608011000132,416,Family Meals,"33044, 34416, 34417","1103820, 2103820, 3103820","Flavor : Bucket(FB8), FMS Choice of Sides (FCOS - 4), Drinks: (FM/FVM - 4)",,,"all chickenjoy, chickenjoy bucket, chickenjoy gravy, steamed rice"
103822,NOUN,"8-pc. Chickenjoy w/ Jolly Spaghetti Pan,  4 Rice, 4 Sides, and 4 Drinks",1-AC6081110003302_1-MC608011041128_4-MC608011000132,416,Family Meals,"34192, 34418, 34419","1103822, 2103822, 3103822","Flavor : Bucket(FB8), FMS Choice of Sides (FCOS - 4), Drinks: (FM/FVM - 4)",,,"all chickenjoy, chickenjoy bucket, chickenjoy gravy, family pan spaghetti, spaghetti grated cheese, spaghetti noodles, spaghetti sauce, steamed rice"
104178,NOUN,Bucket of Fries w/ 3 Pepsi Floats,1-AA6081110004193_1-MC6081110003261_3-MC6081110003331,"420,426","Fries, Sides & Extras, New Products",,,,,,"bucket of fries, fudge, pepsi, soft serve"
100089,NOUN,Pineapple Juice,,417,Beverages,34256,1100089,Choice of Pineapple Juice Size (COPs),,,pineapple juice
103821,NOUN,"6-pc Chickenjoy w/ 3 Rice, 3 Sides and 3 Drinks",1-AC6081110003299_3-MC608011000132,416,Family Meals,"33046, 34195, 34196","1103821, 2103821, 3103821","Flavor : Bucket (FB6), FMS Choice of Sides (FCOS - 3), Drinks: (FM/FVM - 3)",,,"all chickenjoy, chickenjoy bucket, chickenjoy gravy, steamed rice"
100082,NOUN,Yumburger Solo,AA608011000001,424,Burgers,"32057, 32059","1100082, 2100082","Extras: Burgers (EB), Add-on Desserts (AODS)",,,"burger and sandwich bun, special burger dressing, yum patty"
100083,NOUN,Burger Steak Solo,,423,Burger Steak & Chicken Fillet,"34227, 34108","1100083, 2100083","Steak Size (SSS), Add-on Desserts (AODS)",,,"burger steak patty, mushroom, steak sauce, steamed rice"
100087,NOUN,Peach Mango Pie,AA608011000072,418,Desserts & Sweet Pies,,,,,,"peach mango pie, regular peach mango pie"
100088,NOUN,Palabok Solo,AA608011000007,422,Jolly Spaghetti & Palabok,31729,1100088,Add-on Desserts (AODS),,,"boiled egg, calamansi, ground tinapa, marinated pork, palabok noodles, palabok sauce, pork chicharon, shrimp, single serving palabok"
100097,NOUN,Hot Chocolate,AA608011000084,428,Breakfast Joys,,,,,,hot chocolate
100101,NOUN,1-pc. Chickenjoy w/ Jolly Spaghetti Solo,,425,Chickenjoy,"34221, 34382, 34381","1100101, 2100101, 3100101","Flavor: Chicken (FCSS), Add-on Sides: Chickenjoy  (AOSCJOY), Extras: Chickenjoy (ECJ)",,,"1x chickenjoy, all chickenjoy, chickenjoy gravy, single serving spaghetti, spaghetti grated cheese, spaghetti noodles, spaghetti sauce"
100103,NOUN,1-pc. Chickenjoy w/ Palabok Solo,,425,Chickenjoy,"34383, 34435, 34384, 34385","1100103, 2100103, 3100103, 4100103","Flavor: Chicken (FCPS), Add-on Sides: Chickenjoy  (AOSCJOY), Extras: Chickenjoy (ECJ), Add-on Desserts (AODS)",,,"1x chickenjoy, all chickenjoy, boiled egg, calamansi, chickenjoy gravy, ground tinapa, marinated pork, palabok noodles, palabok sauce, pork chicharon, shrimp, single serving palabok"
100105,NOUN,Coke Float,AA608011000099,417,Beverages,,,,,,"coke, fudge, soft serve"
100109,NOUN,Crunchy Chicken Sandwich Solo,,421,Sandwiches & Savory Pies,"34089, 31661","1100109, 2100109","Flavor : Chicken Sandwich  (FCS), Add-on Desserts (AODS)",,,"burger and sandwich bun, chicken patty"
100111,NOUN,Crunchy Chicken Sandwich w/ Drink,,421,Sandwiches & Savory Pies,"34225, 28221, 34088","1100111, 2100111, 3100111","Flavor : Chicken Sandwich (FCSD), Drinks: (VM/SVM), Add-on Desserts (AODS)",,,"burger and sandwich bun, chicken patty"
100043,NOUN,Jolly Spaghetti w/ Drink,1-AC608011000161_1-MC608011000006,422,Jolly Spaghetti & Palabok,"21046, 31723, 21047","1100043, 2100043, 3100043","Drinks: (VM/SVM), Extras: Spaghetti (ESP), Add-on Desserts (AODS)",,,"single serving spaghetti, spaghetti grated cheese, spaghetti noodles, spaghetti sauce"
100044,NOUN,Palabok w/ Drink,1-AC608011000162_1-MC608011000007,422,Jolly Spaghetti & Palabok,"31730, 21050","1100044, 2100044","Drinks: (VM/SVM), Add-on Desserts (AODS)",,,"boiled egg, calamansi, ground tinapa, marinated pork, palabok noodles, palabok sauce, pork chicharon, shrimp, single serving palabok"
100045,NOUN,Jolly Spaghetti w/ Yumburger w/ Drink,1-AC608011000159_1-MC608011000001_1-MC608011000006,422,Jolly Spaghetti & Palabok,"31731, 34131, 21053","1100045, 2100045, 3100045","Drinks: (VM/SVM), Extras: Spaghetti (ESP), Add-on Desserts (AODS)",,,"burger and sandwich bun, single serving spaghetti, spaghetti grated cheese, spaghetti noodles, spaghetti sauce, special burger dressing, yum patty"
100154,NOUN,10-pc. Chicken Nuggets Solo,1-AA6081110003839_1-MC6081110003424,419,Chicken Nuggets,"34437, 34081, 34082","1100154, 2100154, 3100154","Choice of Dip (COD-10), Add-on Dip (AOD), Add-on Desserts (AODS)",,,"10x nuggets, all nuggets"
103268,NOUN,1-pc. Chickenjoy w/ Drink,,425,Chickenjoy,"34217, 34401, 34427, 34402, 34403","1103268, 2103268, 3103268, 4103268, 5103268","Flavor: Chicken (FCD), Drinks: (VM/SVM), Add-on Sides: Chickenjoy  (AOSCJOY), Extras: Chickenjoy (ECJ), Add-on Desserts (AODS)",,,"1x chickenjoy, all chickenjoy, chickenjoy gravy, steamed rice"
100112,NOUN,Mini Chocolate Sundae,AA608011041250,418,Desserts & Sweet Pies,,,,2715,Choice of Sundae20260506132749,"fudge, soft serve"
104304,NOUN,Peach Mango Pies To-Go,,"416,418","Desserts & Sweet Pies, Family Meals",34420,1104304,Size : Pies To-Go (PTG),,,
100114,NOUN,Chocolate Sundae,AA608011000074,418,Desserts & Sweet Pies,,,,2715,Choice of Sundae20260506132749,"fudge, soft serve"
104306,NOUN,Test Product,,425,Chickenjoy,,,,,,
104307,NOUN,Cheesy Classic Jolly Hotdog w/ Fries & Drink,1-AC608011000201_1-MC608011000046,421,Sandwiches & Savory Pies,"34421, 34422, 34423","1104307, 2104307, 3104307","Choice of Fries (COF), Drinks: (VM/SVM), Add-on Desserts (AODS)",,,"hotdog bun, hotdog dressing, jolly hotdog, jolly hotdog grated cheese, ketchup"
104308,NOUN,Cheesy Classic Jolly Hotdog w/ Drink,1-AC608011000200_1-MC608011000046,421,Sandwiches & Savory Pies,"34424, 34425","1104308, 2104308","Drinks: (VM/SVM), Add-on Desserts (AODS)",,,"hotdog bun, hotdog dressing, jolly hotdog, jolly hotdog grated cheese, ketchup"
104309,NOUN,Cheesy Classic Jolly Hotdog Solo,AA608011000046,421,Sandwiches & Savory Pies,,,,,,"hotdog bun, hotdog dressing, jolly hotdog, jolly hotdog grated cheese, ketchup"
100122,NOUN,2 - pc. Pancakes Solo,AA608011000056,428,Breakfast Joys,,,,,,"butter, pancake, pancake syrup"
104185,NOUN,1-pc. Burger Steak w/ Fries & Drink,1-AC608110002912_1-MC608011000040,423,Burger Steak & Chicken Fillet,"34099, 34100, 34264, 34102","1104185, 2104185, 3104185, 4104185","Choice of Fries (COF), Drinks: (VM/SVM), Extras: Supreme (ES), Add-on Desserts (AODS)",,,"all fries, burger steak patty, mushroom, steak sauce, steamed rice"
102453,NOUN,8-pc. Chickenjoy w/ Jolly Spaghetti Pan,1-AC6081110003067_1-MC608011041128,416,Family Meals,34246,1102453,Flavor : Bucket(FB8),,,"all chickenjoy, chickenjoy bucket, chickenjoy gravy, family pan spaghetti, spaghetti grated cheese, spaghetti noodles, spaghetti sauce"
100123,NOUN,Longganisa Solo,AA608011000055,428,Breakfast Joys,34314,1100123,Extras: Breakfast (EBF),,,"fried egg, garlic rice, longganisa"
100124,NOUN,Breakfast Hotdog Solo,AA608011000054,428,Breakfast Joys,34191,1100124,Extras: Breakfast (EBF),,,"breakfast hotdog, fried egg, garlic rice"
100036,NOUN,1-pc Chickenjoy w/ Jolly Spaghetti & Drink,,425,Chickenjoy,"34415, 34364, 34431, 34365, 34366","1100036, 2100036, 3100036, 4100036, 5100036","Flavor: Chicken (FCSD), Drinks: (VM/SVM), Add-on Sides: Chickenjoy  (AOSCJOY), Extras: Chickenjoy (ECJ), Add-on Desserts (AODS)",,,"1x chickenjoy, all chickenjoy, chickenjoy gravy, single serving spaghetti, spaghetti grated cheese, spaghetti noodles, spaghetti sauce"
100125,NOUN,Corned Beef Solo,AA608011000052,428,Breakfast Joys,34183,1100125,Extras: Breakfast (EBF),,,"corned beef, fried egg, garlic rice"
100126,NOUN,Beef Tapa Solo,AA608011000049,428,Breakfast Joys,34181,1100126,Extras: Breakfast (EBF),,,"beef tapa, fried egg, garlic rice"
100127,NOUN,Breakfast Burger Steak Solo,AA608011000050,428,Breakfast Joys,34210,1100127,Extras: Breakfast Burger Steak  (EBFB),,,"burger steak patty, fried egg, garlic rice, mushroom, steak sauce"
102469,NOUN,"Yumburger, Half Jolly Spaghetti, Jolly Crispy Fries, and Regular Drink.",1-AC608011000835_1-MC608011000001_1-MC608011041289,427,Super Meals,"26856, 32770, 34179","1102469, 2102469, 3102469","Choice of Fries (COF), Drinks: (VM/SVM), Add-on Desserts (AODS)",,,"all fries, burger and sandwich bun, half serving spaghetti, spaghetti grated cheese, spaghetti noodles, spaghetti sauce, special burger dressing, yum patty"
104164,NOUN,Regular Fries w/ Mini Choco Sundae,1-AA6081110004182_1-MC608011000063_1-MC608011041255,"420,426","Fries, Sides & Extras, New Products",,,,,,"all fries, fudge, soft serve"
104165,NOUN,Fries w/ Choco Sundae,,"420,426","Fries, Sides & Extras, New Products",34075,1104165,SCF: Fries and Sundae (SCFS),,,"all fries, fudge, soft serve"
104168,NOUN,Bucket of Fries w/ 3 Choco Sundaes,1-AA6081110004185_1-MC6081110003261_3-MC608011000074,"420,426","Fries, Sides & Extras, New Products",,,,,,"bucket of fries, fudge, soft serve"
104169,NOUN,Fries w/ Coke Float,,"420,426","Fries, Sides & Extras, New Products",34261,1104169,SCF : Fries and Coke Float (SFCF),,,"all fries, coke, fudge, soft serve"
104181,NOUN,Burger Steak Supreme w/ Drink,,426,New Products,"34091, 34092, 34093, 34094","1104181, 2104181, 3104181, 4104181","Steak Supreme Size w/ Drink (SSSD), Drinks: (VM/SVM), Extras: Supreme (ES), Add-on Desserts (AODS)",,,"burger steak patty, burger steak supreme fried egg, burger steak supreme fries, garlic bits, mushroom, steak sauce, steamed rice"
103102,ADD-ON,4 Go Medium Mirinda,4-MC6081110003460,,,,,,"2430,2432,2879","DGM Drinks for French Fries20260615140938, Double Medium Drinks20260615141000, Drinks: (FM/FVM - 4)","medium cup, mirinda"
103103,ADD-ON,4 Go Large Mirinda,4-MC6081110003323,,,,,,"2430,2432,2879","DGM Drinks for French Fries20260615140938, Double Medium Drinks20260615141000, Drinks: (FM/FVM - 4)","large cup, mirinda"
103104,ADD-ON,4 7Up Regular,4-MC6081110003316,,,,,,"2430,2432,2879","DGM Drinks for French Fries20260615140938, Double Medium Drinks20260615141000, Drinks: (FM/FVM - 4)","7up, regular cup"
103105,ADD-ON,4 Go Medium 7Up,4-MC6081110003459,,,,,,"2430,2432,2879","DGM Drinks for French Fries20260615140938, Double Medium Drinks20260615141000, Drinks: (FM/FVM - 4)","7up, medium cup"
103106,ADD-ON,4 Go Large 7Up,4-MC6081110003322,,,,,,"2430,2432,2879","DGM Drinks for French Fries20260615140938, Double Medium Drinks20260615141000, Drinks: (FM/FVM - 4)","7up, large cup"
103107,ADD-ON,4 Mountain Dew Regular,4-MC6081110003318,,,,,,"2430,2432,2879","DGM Drinks for French Fries20260615140938, Double Medium Drinks20260615141000, Drinks: (FM/FVM - 4)","mountain dew, regular cup"
103135,ADD-ON,3 Regular Fries,3-MC608011000063,,,,,,"2437,2630,2845","Choice of Fries (COF-YFS), Double Large Drinks20260615140941, FMS Choice of Sides (FCOS - 3)",regular fries pouch
103134,ADD-ON,4 Go Medium Mountain Dew,4-MC6081110003461,,,,,,"2430,2879","Double Medium Drinks20260615141000, Drinks: (FM/FVM - 4)","medium cup, mountain dew"
103092,ADD-ON,3 Go Medium Mountain Dew,3-MC6081110003461,,,,,,"2061,247,2498,61","Drinks: (FM/FVM - 3), Drinks Option KM/BM - Jedi (to be deleted)20260506132718, Free Upgrade to Milk Tea with Pearls 220260615141039, Selection of VM Drinks with LARGE Fries20260615141115","medium cup, mountain dew"
103111,ADD-ON,4 Mashed Potato,4-MC6081110003508,,,,,,"122,2878","Choice of Fries - Addon20260615140837, FMS Choice of Sides (FCOS - 4)","chickenjoy gravy, mashed potato"
103087,ADD-ON,3 Go Medium Royal,3-MC6081110003456,,,,,,"247,2498,61","Drinks: (FM/FVM - 3), Drinks Option KM/BM - Jedi (to be deleted)20260506132718, Free Upgrade to Milk Tea with Pearls 220260615141039","medium cup, royal"
103279,ADD-ON,Extra Pepper Cream Sauce,MAIN:AA6081110004010,,,,,,"2468,2836","Extras: Chicken Fillet Sauce (ECFS), Extras: Pepper Cream Chicken Fillet (EPCCF)",extra pepper cream sauce
103280,ADD-ON,"Extra Tomato 'n Cheese Sauce",MAIN:AA6081110004011,,,,,,2468,Extras: Chicken Fillet Sauce (ECFS),extra tomato and cheese sauce
103365,ADD-ON,Extra Spaghetti Sauce,MAIN:AA6081110003171,,,,,,2510,Extras: Spaghetti (ESP),extra spaghetti sauce
103144,ADD-ON,Mini Choco Sundae,MAIN:AA608011041250,,,,,,"2436,84","Add-on Desserts (AODS), Go Mini Sundae (MCS)20260615141047","fudge, soft serve"
103369,ADD-ON,Extra Mushroom,MAIN:AA6081110003173,,,,,,"2512,2769,2770,2772,2808","Extras: Breakfast Burger Steak  (EBFB), Extras: Breakfast Burger Steak (EBFB)20260519140522, Extras: Burger Steak (EBS), Extras: Super Meal (ESM), Extras: Supreme (ES)",extra mushroom
103370,ADD-ON,Cookies & Cream Sundae,MAIN:AA6081110003265,,,,,,84,Add-on Desserts (AODS),"choco coating, cookies and cream, soft serve"
103371,ADD-ON,Extra Chickenjoy Gravy,MAIN:AA6081110003747,,,,,,"2505,2506,2809,2880","Extras: Breakfast Chickenjoy  (EBFC), Extras: Chickenjoy 2 (ECJ2), Extras: Chickenjoy 3 (ECJ3), Extras: Chickenjoy (ECJ)",extra gravy
103393,ADD-ON,Pokemon Evolution Surprise Blind Box,MC6081110003576,,,,,,,,
103475,ADD-ON,Extra Sriracha Mayo Dip,MAIN:AA6081110003841,,,,,,2500,Add-on Dip (AOD),extra sriracha mayo dip
103476,ADD-ON,Extra BBQ Ketchup Dip,MAIN:AA6081110003840,,,,,,2500,Add-on Dip (AOD),extra bbq ketchup dip
103477,ADD-ON,Extra Ranch Dip,MAIN:AA6081110003842,,,,,,2500,Add-on Dip (AOD),extra ranch dip
103478,ADD-ON,Extra Egg,MAIN:AA608011000124,,,,,,"2509,2808,2809","Extras: Breakfast Burger Steak  (EBFB), Extras: Breakfast Chickenjoy  (EBFC), Extras: Breakfast (EBF)",extra fried egg
103481,ADD-ON,Extra Rice,MAIN:AA608011000132,,,,,,"2505,2512,2836,2880","Extras: Burger Steak (EBS), Extras: Chickenjoy 3 (ECJ3), Extras: Chickenjoy (ECJ), Extras: Pepper Cream Chicken Fillet (EPCCF)",extra steamed rice
103482,ADD-ON,Extra Cheese,MAIN:AA608011000119,,,,,,2497,Extras: Burgers (EB),extra sliced cheese
103524,ADD-ON,Golden BBQ,MC6081110003519,,,,,,2843,Flavor : Gamejoy Combo Sandwich (GCS),golden bbq sauce
103525,ADD-ON,Chili Cheese,MC6081110003520,,,,,,2843,Flavor : Gamejoy Combo Sandwich (GCS),chili cheese sauce
103570,ADD-ON,Extra Pepper Cream Chicken Fillet and Sauce,MAIN:AA6081110004061,,,,,,"2468,2568,2836","Extras: Chicken Fillet and Sauce (ECFAS), Extras: Chicken Fillet Sauce (ECFS), Extras: Pepper Cream Chicken Fillet (EPCCF)","1x chicken fillet, chicken fillet, pepper cream sauce"
103571,ADD-ON,"Extra Tomato 'n Cheese Chicken Fillet and Sauce",MAIN:AA6081110004063,,,,,,"2468,2568","Extras: Chicken Fillet and Sauce (ECFAS), Extras: Chicken Fillet Sauce (ECFS)","1x chicken fillet, chicken fillet, tomato and cheese sauce"
103737,ADD-ON,Iced Vanilla Large,MAIN:AA6081110004080,,,,,,"2716,2780","Choice of Iced Coffee20260506132739, Choice of Iced Vanilla Size (CIVs)","coffee, large cup, vanilla mix"
103811,ADD-ON,Chicken Macaroni Soup,MC6081110003507,,,,,,2794,Choice of Sides (COS),chicken macaroni soup
103813,ADD-ON,Mashed Potato,MC6081110003508,,,,,,2794,Choice of Sides (COS),"chickenjoy gravy, mashed potato"
104179,ADD-ON,Original,MAIN:AA608011000311,,,,,,2791,Flavor: Tuna Pie(FTP),original chickenjoy (variant)
104011,ADD-ON,Original,1-MAIN:AC608011000164_1-MC608011000013,,,,,,"2688,2813","1pc. Choice of Chicken Flavor20260615140453, Flavor: Chicken (FCD)",original chickenjoy (variant)
104012,ADD-ON,Spicy,MAIN:AA608011000014,,,,,,"2688,2786","1pc. Choice of Chicken Flavor20260615140453, Flavor: Chicken (FC)",spicy chickenjoy (variant)
104013,ADD-ON,Crispy Hot,MAIN:AA608011041392,,,,,,2786,Flavor: Chicken (FC),crispy hot chickenjoy (variant)
104015,ADD-ON,Original,MAIN:AA608011000017,,,,,,"2689,2814","Choice of 2pcs. Chicken20260615140740, Flavor: Chicken (FC2)",original chickenjoy (variant)
104016,ADD-ON,Spicy,MAIN:AA608011000018,,,,,,"2689,2814","Choice of 2pcs. Chicken20260615140740, Flavor: Chicken (FC2)",spicy chickenjoy (variant)
104017,ADD-ON,Crispy Hot,MAIN:AA608011041405,,,,,,2814,Flavor: Chicken (FC2),crispy hot chickenjoy (variant)
100032,ADD-ON,Coke Zero Regular,MC608011000087,,,,,,"250,36,39","Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM)","coke zero, regular cup"
100029,ADD-ON,Sprite Regular,MC608011000089,,,,,,"250,36,39","Drinks : Breakfast (DB), Drinks: Nuggets JKM (DNJ), Drinks: (VM/SVM)","regular cup, sprite"
103890,ADD-ON,3 FREE Go Large Coke,3-MC6081110003026,,,,,,,,"coke, large cup"
103892,ADD-ON,3 FREE Go Large Royal,3-MC6081110002968,,,,,,,,"large cup, royal"
103891,ADD-ON,3 FREE Go Large Coke Zero,3-MC6081110003029,,,,,,,,"coke zero, large cup"
103893,ADD-ON,3 FREE Go Large Sprite,3-MC6081110003028,,,,,,,,"large cup, sprite"
100030,ADD-ON,3 Go Large Sprite,3-MC608011000096,,,,,,2498,Drinks: (FM/FVM - 3),"large cup, sprite"
104177,ADD-ON,Large Fries,1-MAIN:AA6081110004192_1-MC608011000065_1-MC6081110003331,,,,,,2798,SCF : Fries and Pepsi Float (SFPF),large fries pouch
104176,ADD-ON,Medium Fries,1-MAIN:AA6081110004191_1-MC608011041091_1-MC6081110003331,,,,,,2798,SCF : Fries and Pepsi Float (SFPF),medium fries pouch
104039,ADD-ON,8 - pc Burger Steak Family Pan,MAIN:AA6081110003468,,,,,,"2697,2782","Choice of Burger Steak Family Pan20260615140813, Steak Pan Size (SPS)","8x burger steak, burger steak patty, mushroom, steak sauce"
104037,ADD-ON,6 - pc Burger Steak Family Pan,MAIN:AA6081110003467,,,,,,"2697,2782","Choice of Burger Steak Family Pan20260615140813, Steak Pan Size (SPS)","6x burger steak, burger steak patty, mushroom, steak sauce"
104040,ADD-ON,Pepper Cream,1-MAIN:AC6081110003241_1-MC6081110003511,,,,,,"2696,2711,2826","Addon Sides (Choice of Chicken Fillet)20260615140611, Choice of Burger Steak or Pepper Cream Fillet20260615140817, Choice of Fillet Sauce (COFSD)",pepper cream sauce
104041,ADD-ON,"Tomato 'n Cheese",1-MAIN:AC6081110003243_1-MC6081110003512,,,,,,"2696,2826","Addon Sides (Choice of Chicken Fillet)20260615140611, Choice of Fillet Sauce (COFSD)",tomato and cheese sauce
104044,ADD-ON,Original,MAIN:AA608011041208,,,,,,"2699,2824","Addon Sides (Choice of Tuna Pie)20260520091729, Flavor: Tuna Pie Trio (FTPT)",original chickenjoy (variant)
104045,ADD-ON,Spicy,1-MAIN:AA6081110003297_3-MC6081110003165,,,,,,"2699,2824","Addon Sides (Choice of Tuna Pie)20260520091729, Flavor: Tuna Pie Trio (FTPT)",spicy chickenjoy (variant)
100014,ADD-ON,Extra Rice Garlic,MAIN:AA608011000133,,,,,,"2509,2771,2772,2808,2809","Extras: Breakfast Burger Steak  (EBFB), Extras: Breakfast Burger Steak (EBFB)20260519140522, Extras: Breakfast Chickenjoy  (EBFC), Extras: Breakfast Chickenjoy (EBFC)20260519141135, Extras: Breakfast (EBF)",extra garlic rice
